Time (s),Angle (deg),Torque (Nm),Cycle
8.155301,0.000000,0.000000,2
8.166337,0.000000,0.000000,2
8.177394,0.000000,0.000000,2
8.188346,0.000000,0.000000,2
8.201257,0.000000,0.000000,2
8.211330,0.000000,0.000000,2
8.223120,0.000000,0.000000,2
8.233524,0.000000,0.000000,2
8.244527,0.000000,0.000000,2
8.256470,0.000000,0.000000,2
8.268135,0.000000,0.000000,2
8.278427,0.000000,0.000000,2
8.289419,0.000000,0.000000,2
8.299527,0.000000,0.000000,2
8.310589,0.000000,0.000000,2
8.321449,0.000000,0.000000,2
8.331997,0.000000,0.000000,2
8.342762,0.000000,0.000000,2
8.353865,0.000000,0.000000,2
8.364762,0.000000,0.000000,2
8.376240,0.000000,0.000000,2
8.386869,0.000000,0.000000,2
8.397976,0.000000,0.000000,2
8.408948,0.000000,0.000000,2
8.419996,0.000000,0.000000,2
8.430970,0.000000,0.000000,2
8.445507,0.000000,0.000000,2
8.457408,0.000000,0.000000,2
8.467697,0.000000,0.000000,2
8.477810,0.000000,0.000000,2
8.488148,0.000000,0.000000,2
8.499161,0.000000,0.000000,2
8.510758,0.000000,0.000000,2
8.521167,0.000000,0.000000,2
8.532041,0.000000,0.000000,2
8.542725,0.000000,0.000000,2
8.553051,0.000000,0.000000,2
8.565604,0.000000,0.000000,2
8.576577,0.000000,0.000000,2
8.587112,0.000000,0.000000,2
8.598034,0.000000,0.000000,2
8.609053,0.000000,0.000000,2
8.620036,0.000000,0.000000,2
8.631102,0.000000,0.000000,2
8.642471,0.000000,0.000000,2
8.653065,0.000000,0.000000,2
8.664034,0.000000,0.000000,2
8.675069,0.000000,0.000000,2
8.686392,0.000000,0.000000,2
8.697329,0.000000,0.000000,2
8.707885,0.000000,0.000000,2
8.718589,0.000000,0.000000,2
8.729594,0.000000,0.000000,2
8.740603,0.000000,0.000000,2
8.752726,0.000000,0.000000,2
8.763343,0.000000,0.000000,2
8.774374,0.000000,0.000000,2
8.785459,0.000000,0.000000,2
8.796134,0.000000,0.000000,2
8.806926,0.000000,0.000000,2
8.820102,0.000000,0.000000,2
8.831519,0.000000,0.000000,2
8.842397,0.000000,0.000000,2
8.852918,0.000000,0.000000,2
8.863942,0.000000,0.000000,2
8.876400,0.000000,0.000000,2
8.886856,0.000000,0.000000,2
8.898007,0.000000,0.000000,2
8.909035,0.000000,0.000000,2
8.920015,0.000000,0.000000,2
8.930994,0.000000,0.000000,2
8.942155,0.000000,0.000000,2
8.953254,0.000000,0.000000,2
8.964029,0.000000,0.000000,2
8.975011,0.000000,0.000000,2
8.986026,0.000000,0.000000,2
8.997039,0.000000,0.000000,2
9.008031,0.000000,0.000000,2
9.019593,0.000000,0.000000,2
9.030006,0.000000,0.000000,2
9.040999,0.000000,0.000000,2
9.051629,0.000000,0.000000,2
9.062608,0.000000,0.000000,2
9.073592,0.000000,0.000000,2
9.085357,0.000000,0.000000,2
9.095723,0.000000,0.000000,2
9.106727,0.000000,0.000000,2
9.117931,0.000000,0.000000,2
9.129337,0.000000,0.000000,2
9.140134,0.000000,0.000000,2
9.151386,0.000000,0.000000,2
9.161729,0.000000,0.000000,2
9.172693,0.000000,0.000000,2
9.185012,0.000000,0.000000,2
9.196034,0.000000,0.000000,2
9.206765,0.000000,0.000000,2
9.217719,0.000000,0.000000,2
9.228659,0.000000,0.000000,2
9.239680,0.000000,0.000000,2
9.252345,0.000000,0.000000,2
9.265678,0.000000,0.000000,2
9.276685,0.000000,0.000000,2
9.287694,0.000000,0.000000,2
9.298226,0.000000,0.000000,2
9.308716,0.000000,0.000000,2
9.320495,0.000000,0.000000,2
9.331126,0.000000,0.000000,2
9.341689,0.000000,0.000000,2
9.351966,0.000000,0.000000,2
9.362321,0.000000,0.000000,2
9.372406,0.000000,0.000000,2
9.384119,0.000000,0.000000,2
9.395344,0.000000,0.000000,2
9.405968,0.000000,0.000000,2
9.416192,0.000000,0.000000,2
9.426645,0.000000,0.000000,2
9.438227,0.000000,0.000000,2
9.449663,0.000000,0.000000,2
9.461108,0.000000,0.000000,2
9.471471,0.000000,0.000000,2
9.481620,0.000000,0.000000,2
9.491698,0.000000,0.000000,2
9.504028,0.000000,0.000000,2
9.516547,0.000000,0.000000,2
9.526747,0.000000,0.000000,2
9.537742,0.000000,0.000000,2
9.548726,0.000000,0.000000,2
9.559852,0.000000,0.000000,2
9.571526,0.000000,0.000000,2
9.583008,0.000000,0.000000,2
9.593819,0.000000,0.000000,2
9.603945,0.000000,0.000000,2
9.614938,0.000000,0.000000,2
9.625077,0.000000,0.000000,2
9.637081,0.000000,0.000000,2
9.647672,0.000000,0.000000,2
9.658100,0.000000,0.000000,2
9.668586,0.000000,0.000000,2
9.678747,0.000000,0.000000,2
9.691477,0.000000,0.000000,2
9.704502,0.000000,0.000000,2
9.715254,0.000000,0.000000,2
9.726270,0.000000,0.000000,2
9.736684,0.000000,0.000000,2
9.747204,0.000000,0.000000,2
9.757711,0.000000,0.000000,2
9.768991,0.000000,0.000000,2
9.779671,0.000000,0.000000,2
9.790285,0.000000,0.000000,2
9.801190,0.000000,0.000000,2
9.812096,0.000000,0.000000,2
9.822457,0.000000,0.000000,2
9.833278,0.000000,0.000000,2
9.843560,0.000000,0.000000,2
9.853979,0.000000,0.000000,2
9.864737,0.000000,0.000000,2
9.875310,0.000000,0.000000,2
9.886246,0.000000,0.000000,2
9.897597,0.000000,0.000000,2
9.908506,0.000000,0.000000,2
9.919332,0.000000,0.000000,2
9.930354,0.000000,0.000000,2
9.941193,0.000000,0.000000,2
9.952408,0.000000,0.000000,2
9.962829,0.000000,0.000000,2
9.973557,0.000000,0.000000,2
9.984219,0.000000,0.000000,2
9.994640,0.000000,0.000000,2
10.005901,0.000000,0.000000,2
10.017329,0.000000,0.000000,2
10.028138,0.000000,0.000000,2
10.039087,0.000000,0.000000,2
10.050085,0.000000,0.000000,2
10.062446,0.000000,0.000000,2
10.074594,0.000000,0.000000,2
10.084838,0.000000,0.000000,2
10.095882,0.000000,0.000000,2
10.106010,0.000000,0.000000,2
10.116225,0.000000,0.000000,2
10.127240,0.000000,0.000000,2
10.138491,0.000000,0.000000,2
10.149343,0.000000,0.000000,2
10.159529,0.000000,0.000000,2
10.170575,0.000000,0.000000,2
10.181516,0.000000,0.000000,2
10.193446,0.000000,0.000000,2
10.203625,0.000000,0.000000,2
10.213721,0.000000,0.000000,2
10.224836,0.000000,0.000000,2
10.234877,0.000000,0.000000,2
10.245252,0.000000,0.000000,2
10.256357,0.000000,0.000000,2
10.267514,0.000000,0.000000,2
10.278021,0.000000,0.000000,2
10.288150,0.000000,0.000000,2
10.299355,0.000000,0.000000,2
10.309522,0.000000,0.000000,2
10.320223,0.000000,0.000000,2
10.332207,0.000000,0.000000,2
10.343212,0.000000,0.000000,2
10.353465,0.000000,0.000000,2
10.363680,0.000000,0.000000,2
10.376388,0.000000,0.000000,2
10.386665,0.000000,0.000000,2
10.397693,0.000000,0.000000,2
10.408731,0.000000,0.000000,2
10.419714,0.000000,0.000000,2
10.429918,0.000000,0.000000,2
10.440682,0.000000,0.000000,2
10.452846,0.000000,0.000000,2
10.463544,0.000000,0.000000,2
10.474493,0.000000,0.000000,2
10.484839,0.000000,0.000000,2
10.494979,0.000000,0.000000,2
10.505945,0.000000,0.000000,2
10.517206,0.000000,0.000000,2
10.528224,0.000000,0.000000,2
10.539161,0.000000,0.000000,2
10.549887,0.000000,0.000000,2
10.561026,0.000000,0.000000,2
10.572276,0.000000,0.000000,2
10.582919,0.000000,0.000000,2
10.594068,0.000000,0.000000,2
10.604833,0.000000,0.000000,2
10.615686,0.000000,0.000000,2
10.627322,0.000000,0.000000,2
10.638817,0.000000,0.000000,2
10.649494,0.000000,0.000000,2
10.659656,0.000000,0.000000,2
10.670221,0.000000,0.000000,2
10.680434,0.000000,0.000000,2
10.691955,0.000000,0.000000,2
10.702262,0.000000,0.000000,2
10.712580,0.000000,0.000000,2
10.723490,0.000000,0.000000,2
10.734094,0.000000,0.000000,2
10.747691,0.000000,0.000000,2
10.759215,0.000000,0.000000,2
10.769427,0.000000,0.000000,2
10.779717,0.000000,0.000000,2
10.790682,0.000000,0.000000,2
10.801787,0.000000,0.000000,2
10.812051,0.000000,0.000000,2
10.823203,0.000000,0.000000,2
10.834178,0.000000,0.000000,2
10.844792,0.000000,0.000000,2
10.855837,0.000000,0.000000,2
10.866547,0.000000,0.000000,2
10.879362,0.000000,0.000000,2
10.890750,0.000000,0.000000,2
10.901220,0.000000,0.000000,2
10.911401,0.000000,0.000000,2
10.922413,0.000000,0.000000,2
10.932816,0.000000,0.000000,2
10.945723,0.000000,0.000000,2
10.956403,0.000000,0.000000,2
10.966838,0.000000,0.000000,2
10.977033,0.000000,0.000000,2
10.987201,0.000000,0.000000,2
10.999607,0.000000,0.000000,2
11.010636,0.000000,0.000000,2
11.020995,0.000000,0.000000,2
11.031337,0.000000,0.000000,2
11.042335,0.000000,0.000000,2
11.053318,0.000000,0.000000,2
11.066703,0.000000,0.000000,2
11.077398,0.000000,0.000000,2
11.088360,0.000000,0.000000,2
11.099369,0.000000,0.000000,2
11.110401,0.000000,0.000000,2
11.122063,0.000000,0.000000,2
11.133348,0.000000,0.000000,2
11.144694,0.000000,0.000000,2
11.155364,0.000000,0.000000,2
11.166338,0.000000,0.000000,2
11.177323,0.000000,0.000000,2
11.188722,0.000000,0.000000,2
11.199328,0.000000,0.000000,2
11.210315,0.000000,0.000000,2
11.221318,0.000000,0.000000,2
11.232304,0.000000,0.000000,2
11.243327,0.000000,0.000000,2
11.255994,0.000000,0.000000,2
11.266565,0.000000,0.000000,2
11.277374,0.000000,0.000000,2
11.288323,0.000000,0.000000,2
11.299327,0.000000,0.000000,2
11.313150,0.000000,0.000000,2
11.324705,0.000000,0.000000,2
11.335327,0.000000,0.000000,2
11.346320,0.000000,0.000000,2
11.357323,0.000000,0.000000,2
11.367895,0.000000,0.000000,2
11.379849,0.000000,0.000000,2
11.390497,0.000000,0.000000,2
11.401569,0.000000,0.000000,2
11.411982,0.000000,0.000000,2
11.422897,0.000000,0.000000,2
11.433326,0.000000,0.000000,2
11.444897,0.000000,0.000000,2
11.455731,0.000000,0.000000,2
11.466093,0.000000,0.000000,2
11.476388,0.000000,0.000000,2
11.486862,0.000000,0.000000,2
11.497353,0.000000,0.000000,2
11.507907,0.000000,0.000000,2
11.518381,0.000000,0.000000,2
11.528940,0.000000,0.000000,2
11.539478,0.000000,0.000000,2
11.550151,0.000000,0.000000,2
11.560523,0.000000,0.000000,2
11.571452,0.000000,0.000000,2
11.581993,0.000000,0.000000,2
11.592963,0.000000,0.000000,2
11.604022,0.000000,0.000000,2
11.614483,0.000000,0.000000,2
11.624671,0.000000,0.000000,2
11.635671,0.000000,0.000000,2
11.645849,0.000000,0.000000,2
11.656342,0.000000,0.000000,2
11.666617,0.000000,0.000000,2
11.677063,0.000000,0.000000,2
11.687669,0.000000,0.000000,2
11.698715,0.000000,0.000000,2
11.709043,0.000000,0.000000,2
11.720030,0.000000,0.000000,2
11.730618,0.000000,0.000000,2
11.741669,0.000000,0.000000,2
11.753680,0.000000,0.000000,2
11.764606,0.000000,0.000000,2
11.775457,0.000000,0.000000,2
11.786618,0.000000,0.000000,2
11.797573,0.000000,0.000000,2
11.807747,0.000000,0.000000,2
11.818712,0.000000,0.000000,2
11.830633,0.000000,0.000000,2
11.841138,0.000000,0.000000,2
11.852041,0.000000,0.000000,2
11.862805,0.000000,0.000000,2
11.874552,0.000000,0.000000,2
11.885831,0.000000,0.000000,2
11.897052,0.000000,0.000000,2
11.907432,0.000000,0.000000,2
11.917485,0.000000,0.000000,2
11.928534,0.000000,0.000000,2
11.940201,0.000000,0.000000,2
11.951491,0.000000,0.000000,2
11.962323,0.000000,0.000000,2
11.973331,0.000000,0.000000,2
11.984316,0.000000,0.000000,2
11.994668,0.000000,0.000000,2
12.005229,0.000000,0.000000,2
12.017692,0.000000,0.000000,2
12.028196,0.000000,0.000000,2
12.039163,0.000000,0.000000,2
12.050137,0.000000,0.000000,2
12.061349,0.000000,0.000000,2
12.073102,0.000000,0.000000,2
12.083319,0.000000,0.000000,2
12.094186,0.000000,0.000000,2
12.105157,0.000000,0.000000,2
12.116220,0.000000,0.000000,2
12.127728,0.000000,0.000000,2
12.139295,0.000000,0.000000,2
12.150186,0.000000,0.000000,2
12.160228,0.000000,0.000000,2
12.170632,0.000000,0.000000,2
12.181699,0.000000,0.000000,2
12.192856,0.000000,0.000000,2
12.203636,0.000000,0.000000,2
12.213680,0.000000,0.000000,2
12.224663,0.000000,0.000000,2
12.235662,0.000000,0.000000,2
12.247324,0.000000,0.000000,2
12.260939,0.000000,0.000000,2
12.271719,0.000000,0.000000,2
12.282718,0.000000,0.000000,2
12.293084,0.000000,0.000000,2
12.303321,0.000000,0.000000,2
12.314717,0.000000,0.000000,2
12.325573,0.000000,0.000000,2
12.336320,0.000000,0.000000,2
12.347312,0.000000,0.000000,2
12.358371,0.000000,0.000000,2
12.369274,0.000000,0.000000,2
12.380672,0.000000,0.000000,2
12.393298,0.000000,0.000000,2
12.404314,0.000000,0.000000,2
12.416652,0.000000,0.000000,2
12.427335,0.000000,0.000000,2
12.439957,0.000000,0.000000,2
12.450673,0.000000,0.000000,2
12.461911,0.000000,0.000000,2
12.472355,0.000000,0.000000,2
12.483449,0.000000,0.000000,2
12.494368,0.000000,0.000000,2
12.505683,0.000000,0.000000,2
12.517717,0.000000,0.000000,2
12.527970,0.000000,0.000000,2
12.538959,0.000000,0.000000,2
12.549959,0.000000,0.000000,2
12.564096,0.000000,0.000000,2
12.575117,0.000000,0.000000,2
12.585544,0.000000,0.000000,2
12.596202,0.000000,0.000000,2
12.607192,0.000000,0.000000,2
12.618267,0.000000,0.000000,2
12.630109,0.000000,0.000000,2
12.643145,0.000000,0.000000,2
12.654091,0.000000,0.000000,2
12.664262,0.000000,0.000000,2
12.675268,0.000000,0.000000,2
12.687742,0.000000,0.000000,2
12.700522,0.000000,0.000000,2
12.711325,0.000000,0.000000,2
12.721811,0.000000,0.000000,2
12.732322,0.000000,0.000000,2
12.742766,0.000000,0.000000,2
12.754079,0.000000,0.000000,2
12.765069,0.000000,0.000000,2
12.776210,0.000000,0.000000,2
12.787113,0.000000,0.000000,2
12.798302,0.000000,0.000000,2
12.808885,0.000000,0.000000,2
12.820137,0.000000,0.000000,2
12.833078,0.000000,0.000000,2
12.846515,0.000000,0.000000,2
12.856810,0.000000,0.000000,2
12.867797,0.000000,0.000000,2
12.880973,0.000000,0.000000,2
12.892035,0.000000,0.000000,2
12.904288,0.000000,0.000000,2
12.914892,0.000000,0.000000,2
12.925819,0.000000,0.000000,2
12.936830,0.000000,0.000000,2
12.947846,0.000000,0.000000,2
12.959875,0.000000,0.000000,2
12.970942,0.000000,0.000000,2
12.981814,0.000000,0.000000,2
12.992843,0.000000,0.000000,2
13.003849,0.000000,0.000000,2
13.014803,0.000000,0.000000,2
13.025854,0.000000,0.000000,2
13.038101,0.000000,0.000000,2
13.050006,0.000000,0.000000,2
13.060890,0.000000,0.000000,2
13.071396,0.000000,0.000000,2
13.081962,0.000000,0.000000,2
13.092882,0.000000,0.000000,2
13.103892,0.000000,0.000000,2
13.115085,0.000000,0.000000,2
13.127295,0.000000,0.000000,2
13.140407,0.000000,0.000000,2
13.150592,0.000000,0.000000,2
13.161327,0.000000,0.000000,2
13.172106,0.000000,0.000000,2
13.182870,0.000000,0.000000,2
13.194544,0.000000,0.000000,2
13.205006,0.000000,0.000000,2
13.215495,0.000000,0.000000,2
13.226491,0.000000,0.000000,2
13.237690,0.000000,0.000000,2
13.248019,0.000000,0.000000,2
13.258441,0.000000,0.000000,2
13.269522,0.000000,0.000000,2
13.280349,0.000000,0.000000,2
13.291356,0.000000,0.000000,2
13.301880,0.000000,0.000000,2
13.312916,0.000000,0.000000,2
13.324268,0.000000,0.000000,2
13.335612,0.000000,0.000000,2
13.346015,0.000000,0.000000,2
13.357042,0.000000,0.000000,2
13.367706,0.000000,0.000000,2
13.377770,0.000000,0.000000,2
13.388860,0.000000,0.000000,2
13.401723,0.000000,0.000000,2
13.413850,0.000000,0.000000,2
13.424831,0.000000,0.000000,2
13.435807,0.000000,0.000000,2
13.446754,0.000000,0.000000,2
13.457734,0.000000,0.000000,2
13.468744,0.000000,0.000000,2
13.479751,0.000000,0.000000,2
13.490799,0.000000,0.000000,2
13.501763,0.000000,0.000000,2
13.513524,0.000000,0.000000,2
13.524690,0.000000,0.000000,2
13.535783,0.000000,0.000000,2
13.546739,0.000000,0.000000,2
13.559446,0.000000,0.000000,2
13.569929,0.000000,0.000000,2
13.581334,0.000000,0.000000,2
13.591744,0.000000,0.000000,2
13.602748,0.000000,0.000000,2
13.613752,0.000000,0.000000,2
13.624748,0.000000,0.000000,2
13.637024,0.000000,0.000000,2
13.647845,0.000000,0.000000,2
13.658727,0.000000,0.000000,2
13.669746,0.000000,0.000000,2
13.680754,0.000000,0.000000,2
13.692308,0.000000,0.000000,2
13.702893,0.000000,0.000000,2
13.713772,0.000000,0.000000,2
13.724709,0.000000,0.000000,2
13.735732,0.000000,0.000000,2
13.746730,0.000000,0.000000,2
13.758803,0.000000,0.000000,2
13.770995,0.000000,0.000000,2
13.781789,0.000000,0.000000,2
13.792735,0.000000,0.000000,2
13.803751,0.000000,0.000000,2
13.814439,0.000000,0.000000,2
13.825030,0.000000,0.000000,2
13.835865,0.000000,0.000000,2
13.846870,0.000000,0.000000,2
13.857877,0.000000,0.000000,2
13.868518,0.000000,0.000000,2
13.881167,0.000000,0.000000,2
13.891537,0.000000,0.000000,2
13.902042,0.000000,0.000000,2
13.912977,0.000000,0.000000,2
13.923689,0.000000,0.000000,2
13.934757,0.000000,0.000000,2
13.946420,0.000000,0.000000,2
13.957316,0.000000,0.000000,2
13.967731,0.000000,0.000000,2
13.978670,0.000000,0.000000,2
13.989682,0.000000,0.000000,2
14.000872,0.000000,0.000000,2
14.014940,0.000000,0.000000,2
14.025679,0.000000,0.000000,2
14.036670,0.000000,0.000000,2
14.047661,0.000000,0.000000,2
14.058660,0.000000,0.000000,2
14.069687,0.000000,0.000000,2
14.083066,0.000000,0.000000,2
14.093705,0.000000,0.000000,2
14.104688,0.000000,0.000000,2
14.115756,0.000000,0.000000,2
14.126157,0.000000,0.000000,2
14.137252,0.000000,0.000000,2
14.147726,0.000000,0.000000,2
14.158773,0.000000,0.000000,2
14.169464,0.000000,0.000000,2
14.180429,0.000000,0.000000,2
14.191764,0.000000,0.000000,2
14.202609,0.000000,0.000000,2
14.213496,0.000000,0.000000,2
14.224469,0.000000,0.000000,2
14.235506,0.000000,0.000000,2
14.246502,0.000000,0.000000,2
14.258698,0.000000,0.000000,2
14.270662,0.000000,0.000000,2
14.281531,0.000000,0.000000,2
14.292497,0.000000,0.000000,2
14.303499,0.000000,0.000000,2
14.314080,0.000000,0.000000,2
14.325965,0.000000,0.000000,2
14.336269,0.000000,0.000000,2
14.347082,0.000000,0.000000,2
14.358055,0.000000,0.000000,2
14.369066,0.000000,0.000000,2
14.381113,0.000000,0.000000,2
14.393119,0.000000,0.000000,2
14.404152,0.000000,0.000000,2
14.415039,0.000000,0.000000,2
14.426050,0.000000,0.000000,2
14.437069,0.000000,0.000000,2
14.448097,0.000000,0.000000,2
14.460630,0.000000,0.000000,2
14.471566,0.000000,0.000000,2
14.482621,0.000000,0.000000,2
14.493560,0.000000,0.000000,2
14.504654,0.000000,0.000000,2
14.516282,0.000000,0.000000,2
14.527733,0.000000,0.000000,2
14.538380,0.000000,0.000000,2
14.549207,0.000000,0.000000,2
14.559982,0.000000,0.000000,2
14.570815,0.000000,0.000000,2
14.582274,0.000000,0.000000,2
14.593740,0.000000,0.000000,2
14.603971,0.000000,0.000000,2
14.614974,0.000000,0.000000,2
14.625484,0.000000,0.000000,2
14.636926,0.000000,0.000000,2
14.648175,0.000000,0.000000,2
14.658995,0.000000,0.000000,2
14.669538,0.000000,0.000000,2
14.680509,0.000000,0.000000,2
14.693467,0.000000,0.000000,2
14.704666,0.000000,0.000000,2
14.715938,0.000000,0.000000,2
14.726497,0.000000,0.000000,2
14.737525,0.000000,0.000000,2
14.748590,0.000000,0.000000,2
14.761188,0.000000,0.000000,2
14.772385,0.000000,0.000000,2
14.782769,0.000000,0.000000,2
14.793488,0.000000,0.000000,2
14.804491,0.000000,0.000000,2
14.815843,0.000000,0.000000,2
14.827451,0.000000,0.000000,2
14.839028,0.000000,0.000000,2
14.851023,0.000000,0.000000,2
14.861495,0.000000,0.000000,2
14.871999,0.000000,0.000000,2
14.882663,0.000000,0.000000,2
14.893543,0.000000,0.000000,2
14.905534,0.000000,0.000000,2
14.916576,0.000000,0.000000,2
14.927679,0.000000,0.000000,2
14.938643,0.000000,0.000000,2
14.949582,0.000000,0.000000,2
14.960641,0.000000,0.000000,2
14.971964,0.000000,0.000000,2
14.982931,0.000000,0.000000,2
14.994083,0.000000,0.000000,2
15.004644,0.000000,0.000000,2
15.015686,0.000000,0.000000,2
15.026583,0.000000,0.000000,2
15.037657,0.000000,0.000000,2
15.048647,0.000000,0.000000,2
15.059654,0.000000,0.000000,2
15.070717,0.000000,0.000000,2
15.081557,0.000000,0.000000,2
15.092697,0.000000,0.000000,2
15.103578,0.000000,0.000000,2
15.114766,0.000000,0.000000,2
15.125980,0.000000,0.000000,2
15.136861,0.000000,0.000000,2
15.147751,0.000000,0.000000,2
15.158594,0.000000,0.000000,2
15.169605,0.000000,0.000000,2
15.180601,0.000000,0.000000,2
15.191612,0.000000,0.000000,2
15.203824,0.000000,0.000000,2
15.214673,0.000000,0.000000,2
15.225101,0.000000,0.000000,2
15.235906,0.000000,0.000000,2
15.247832,0.000000,0.000000,2
15.258364,0.000000,0.000000,2
15.269413,0.000000,0.000000,2
15.280189,0.000000,0.000000,2
15.290675,0.000000,0.000000,2
15.300848,0.000000,0.000000,2
15.311862,0.000000,0.000000,2
15.322615,0.000000,0.000000,2
15.332916,0.000000,0.000000,2
15.343411,0.000000,0.000000,2
15.353899,0.000000,0.000000,2
15.364438,0.000000,0.000000,2
15.376523,0.000000,0.000000,2
15.386994,0.000000,0.000000,2
15.398125,0.000000,0.000000,2
15.408395,0.000000,0.000000,2
15.419428,0.000000,0.000000,2
15.430422,0.000000,0.000000,2
15.442006,0.000000,0.000000,2
15.452609,0.000000,0.000000,2
15.463348,0.000000,0.000000,2
15.473833,0.000000,0.000000,2
15.484804,0.000000,0.000000,2
15.495872,0.000000,0.000000,2
15.507981,0.000000,0.000000,2
15.519138,0.000000,0.000000,2
15.529827,0.000000,0.000000,2
15.540761,0.000000,0.000000,2
15.551775,0.000000,0.000000,2
15.562798,0.000000,0.000000,2
15.575359,0.000000,0.000000,2
15.586330,0.000000,0.000000,2
15.596798,0.000000,0.000000,2
15.607795,0.000000,0.000000,2
15.618788,0.000000,0.000000,2
15.630360,0.000000,0.000000,2
15.641131,0.000000,0.000000,2
15.652403,0.000000,0.000000,2
15.662786,0.000000,0.000000,2
15.673281,0.000000,0.000000,2
15.683524,0.000000,0.000000,2
15.695913,0.000000,0.000000,2
15.708421,0.000000,0.000000,2
15.718743,0.000000,0.000000,2
15.729513,0.000000,0.000000,2
15.740520,0.000000,0.000000,2
15.752067,0.000000,0.000000,2
15.764742,0.000000,0.000000,2
15.776259,0.000000,0.000000,2
15.786542,0.000000,0.000000,2
15.797523,0.000000,0.000000,2
15.808530,0.000000,0.000000,2
15.819738,0.000000,0.000000,2
15.831365,0.000000,0.000000,2
15.842881,0.000000,0.000000,2
15.853550,0.000000,0.000000,2
15.864071,0.000000,0.000000,2
15.875702,0.000000,0.000000,2
15.888342,0.000000,0.000000,2
15.899720,0.000000,0.000000,2
15.910731,0.000000,0.000000,2
15.921742,0.000000,0.000000,2
15.932699,0.000000,0.000000,2
15.945370,0.000000,0.000000,2
15.955990,0.000000,0.000000,2
15.967576,0.000000,0.000000,2
15.977828,0.000000,0.000000,2
15.988838,0.000000,0.000000,2
16.000630,0.000000,0.000000,2
16.011726,0.000000,0.000000,2
16.023074,0.000000,0.000000,2
16.033848,0.000000,0.000000,2
16.044778,0.000000,0.000000,2
16.055834,0.000000,0.000000,2
16.066816,0.000000,0.000000,2
16.079116,0.000000,0.000000,2
16.090207,0.000000,0.000000,2
16.100827,0.000000,0.000000,2
16.111846,0.000000,0.000000,2
16.123025,0.000000,0.000000,2
16.133993,0.000000,0.000000,2
16.144810,0.000000,0.000000,2
16.155814,0.000000,0.000000,2
16.166841,0.000000,0.000000,2
16.177923,0.000000,0.000000,2
16.188807,0.000000,0.000000,2
16.200837,0.000000,0.000000,2
16.212714,0.000000,0.000000,2
16.222845,0.000000,0.000000,2
16.233791,0.000000,0.000000,2
16.243971,0.000000,0.000000,2
16.256032,0.000000,0.000000,2
16.268540,0.000000,0.000000,2
16.278851,0.000000,0.000000,2
16.289824,0.000000,0.000000,2
16.300907,0.000000,0.000000,2
16.312060,0.000000,0.000000,2
16.322982,0.000000,0.000000,2
16.334151,0.000000,0.000000,2
16.344896,0.000000,0.000000,2
16.355822,0.000000,0.000000,2
16.366807,0.000000,0.000000,2
